Rank,Term,Score,Search term?,Category?
711,bacterial competition,4.00,,
711,ecosystem organization,4.00,,
711,smayda tj,4.00,,
711,food production,4.00,,
711,nutrient-rich water,4.00,,
711,annual review,4.00,,
711,specific nutrient,4.00,,
711,linear regression,4.00,,
711,pecten maximus,4.00,,
711,station p26,4.00,,
711,negative interaction,4.00,,
711,carbon feeding,4.00,,
711,physical attribute,4.00,,
711,fast repetition rate fluorometry,4.00,,
711,degradable doc,4.00,,
711,dark bottle,4.00,,
711,north carolina,4.00,,
711,electron transport,4.00,,
711,rapid regional climate change,4.00,,
711,global scale,4.00,,
711,ecosystem resilience,4.00,,
711,annual phytoplankton primary production,4.00,,
711,european marine strategy frame-,4.00,,
711,wie experiment,4.00,,
711,water table,4.00,,
711,cellular pic,4.00,,
711,global trend,4.00,,
919,clearance rate,3.89,,
920,phyto- plankton,3.86,,
920,plankton bloom,3.86,,
922,bloom dynamic,3.83,,
923,national science foundation,3.75,,
923,coastal water quality,3.75,,
923,coastal survey station,3.75,,
923,mass balance equation,3.75,,
923,ccmp1516 draft genome,3.75,,
923,turkish anchovy fishery,3.75,,
923,particulate inorganic carbon,3.75,,
923,food chain theory,3.75,,
923,oxygen minimum zone,3.75,,
923,iron enrichment experiment,3.75,,
923,polyethylene scintillation vial,3.75,,
923,planktonic heterotrophic bacteria,3.75,,
923,submerged vascular plant,3.75,,
923,us geological survey,3.75,,
923,subarctic north pacific,3.75,,
923,algal community structure,3.75,,
923,c l-1 d-1,3.75,,
923,spring phytoplankton bloom,3.75,,
923,ocean primary production,3.75,,
923,mixed layer depth,3.75,,
923,phytoplankton commu- nity,3.75,,
923,natural iron fertilization,3.75,,
923,seabird monitoring programme,3.75,,
923,primary production rate,3.75,,
947,ocean pp,3.75,,
947,biomass determination,3.75,,
949,ph condition,3.67,,
949,circulation pattern,3.67,,
951,carbonate chemistry parameter,3.55,,
952,fish production,3.50,,
952,cyclopoid copepod,3.50,,
952,chlorophyll datum,3.50,,
952,proteomic analysis,3.50,,
952,respiration rate,3.50,,
952,wap subregion,3.50,,
958,seas ecosystem model,3.34,,
958,north pacific gyre,3.34,,
958,seawater carbonate system,3.34,,
961,strain nzeh,3.33,,
961,layer depth,3.33,,
963,r e f e r e n c e s,3.32,,
963,hnp cil cop hnp cil cop hnp cil cop hnp,3.32,,
963,m1 m2m3m4 m5m6m7 m1 m2 m3m4 m5 m6m7 m1 m2m3m4,3.32,,
963,c k n o w l e d g e,3.32,,
963,high water-column oxygen high sedimentary oxygen low water column nutrient,3.32,,
963,m5m6m7 m1 m2m3m4 m5m6m7 m1 m2m3m4 m5m6m7 m1 m2 m3m4,3.32,,
963,phytoplankton c biomass microbe c biomass zooplankton c biomass heterotroph/autotroph,3.32,,
970,ambient dec pool,3.17,,
970,atlantic meridional transect,3.17,,
970,group a station,3.17,,
970,milli q water,3.17,,
970,trophic cascade strength,3.17,,
970,strain pml b92/11a,3.17,,
970,global climate system,3.17,,
970,oceanic carbon cycle,3.17,,
970,chesapeake bay sediment,3.17,,
970,com- petitive ability,3.17,,
970,percent inorganic uptake,3.17,,
970,life cycle strategy,3.17,,
970,heterotrophic bacterial biomass,3.17,,
970,antarctic peninsula area,3.17,,
970,marine biological association,3.17,,
970,viral induced lysis,3.17,,
970,c fe fega,3.17,,
970,vulnerable es component,3.17,,
970,photosynthetic active radiation,3.17,,
970,phytoplankton species composition,3.17,,
970,north indian region,3.17,,
970,dissolved inorganic carbon,3.17,,
970,undisturbed summer situation,3.17,,
970,seto inland sea,3.17,,
970,northeastern pacific ocean,3.17,,
970,romanian coastal water,3.17,,
970,oxford university press,3.17,,
970,14.7l acclimation culture,3.17,,
970,catalytic high-temperature combustion,3.17,,
970,spring ice edge,3.17,,
970,nutrient supply process,3.17,,
970,ecosystem dynam- ic,3.17,,
970,group b station,3.17,,
970,p biomass determination,3.17,,
970,northern baltic sea,3.17,,
970,bacterial carbon production,3.17,,
970,detrital particulate n,3.17,,
970,harmful algal specie,3.17,,
970,uk marine community,3.17,,
970,shallow euphotic zone,3.17,,
970,differential temperature scaling,3.17,,
970,emiliania huxleyi nzeh,3.17,,
970,normal summer situation,3.17,,
970,global biogeochemical cycle,3.17,,
970,average natural supply,3.17,,
970,human-induced environmental change,3.17,,
970,east china sea,3.17,,
970,meso- zooplankton response,3.17,,
970,flow network characteristic,3.17,,
970,water column oxygen,3.17,,
970,p sedimentation rate,3.17,,
970,northern wap subregion,3.17,,
970,maximum quantum efficiency,3.17,,
970,good environmental status,3.17,,
970,structural equation modelling,3.17,,
970,equatorial pacific ocean,3.17,,
970,b0.3 ph unit,3.17,,
970,group c station,3.17,,
970,mesoscale physical process,3.17,,
970,antarctic polar front,3.17,,
970,low light intensity,3.17,,
970,cellulose acetate membrane,3.17,,
970,low food web,3.17,,
970,eastern equatorial paci,3.17,,
970,low iron requirement,3.17,,
970,gross c fixation,3.17,,
970,initial copepod density,3.17,,
970,spring phytoplankton dynamic,3.17,,
970,natural fe fertilization,3.17,,
970,physical science basis,3.17,,
970,coastal marine eutrophication,3.17,,
970,daily par dose,3.17,,
970,ec mast programme,3.17,,
970,pore size filtration,3.17,,
970,clear dose-response relationship,3.17,,
970,turner designs fluorometer,3.17,,
970,low atmospheric co2,3.17,,
970,interior subtropical gyre,3.17,,
970,marine pelagic ecosystem,3.17,,
970,low nutrient content,3.17,,
970,average n/p ratio,3.17,,
970,copepod response ratio,3.17,,
970,global fish production,3.17,,
970,swedish coastal water,3.17,,
970,average coccolith mass,3.17,,
970,cambridge university press,3.17,,
970,state key laboratory,3.17,,
970,southern california current,3.17,,
970,transient physical process,3.17,,
970,ml ice-cold tca,3.17,,
970,long-term chlorophyll datum,3.17,,
970,southern ocean phytoplankton,3.17,,
970,norwegian research council,3.17,,
970,initial mesozooplankton biomass,3.17,,
970,global phytoplankton decline,3.17,,
970,group d station,3.17,,
970,central baltic sea,3.17,,
970,anthropogenic nutrient loading,3.17,,
970,main carbon flow,3.17,,
970,p loading rate,3.17,,
970,single food chain,3.17,,
970,microbial ecol- ogy,3.17,,
970,marine environmental science,3.17,,
970,fourth eof mode,3.17,,
970,equivalent spherical diameter,3.17,,
970,low loading rate,3.17,,
970,marine primary productivity,3.17,,
970,small unpigmented nanoflagellate,3.17,,
970,maximum growth rate,3.17,,
970,north atlantic ocean,3.17,,
970,norwegian polar institute,3.17,,
970,low euphotic zone,3.17,,
970,organic matter sink,3.17,,
970,maximum nutrient content,3.17,,
970,horizontal dotted line,3.17,,
970,earth system model,3.17,,
970,resource supply scenario,3.17,,
970,phytoplankton biomass development,3.17,,
970,nutrient-limited bacterial growth,3.17,,
970,acyl carrier protein,3.17,,
970,coastal plankton community,3.17,,
970,oligotrophic open ocean,3.17,,
970,water circulation pattern,3.17,,
970,ocean transparency measurement,3.17,,
970,specific respiration rate,3.17,,
970,turner design fluorometer,3.17,,
970,system state variable,3.17,,
970,new primary production,3.17,,
970,scanning electron microscope,3.17,,
970,pacific intermediate water,3.17,,
970,ecological quality ratio,3.17,,
970,maximum assimilation efficiency,3.17,,
970,global marine pp,3.17,,
970,cool la ni,3.17,,
970,vacuum filter unit,3.17,,
970,eastern scotia sea,3.17,,
970,natural log ratio,3.17,,
970,oceanic primary production,3.17,,
970,cellular organic carbon,3.17,,
970,labile organic matter,3.17,,
970,dietary fatty acid,3.17,,
970,author information reprint,3.17,,
970,shallow coastal water,3.17,,
970,ecosystem state change,3.17,,
970,sea- water analysis,3.17,,
970,low phytoplankton productivity,3.17,,
970,eastern north atlantic,3.17,,
970,anthropogenic ocean acidification,3.17,,
970,gross growth efficiency,3.17,,
970,initial size distribution,3.17,,
970,ln phytoplankton biomass,3.17,,
970,oxygen utilization rate,3.17,,
970,low ph condition,3.17,,
970,low ph water,3.17,,
970,supplementary table s4,3.17,,
970,good ecological status,3.17,,
970,explosive population growth,3.17,,
970,average elemental composition,3.17,,
970,aquatic food web,3.17,,
970,colour image analysis,3.17,,
970,group e station,3.17,,
970,efficient trophic transfer,3.17,,
970,food web production,3.17,,
970,food web c,3.17,,
970,natural plankton assemblage,3.17,,
970,cellular iron quota,3.17,,
970,central irish sea,3.17,,
970,princeton university press,3.17,,
970,south- ern ocean,3.17,,
970,food size spectrum,3.17,,
970,mississippi river bight,3.17,,
970,cellular stress response,3.17,,
970,dec release rate,3.17,,
970,flow cytometry analysis,3.17,,
970,estuarine coastal water,3.17,,
970,low mississippi river,3.17,,
970,biological quality element,3.17,,
970,ttc particle counter,3.17,,
970,baltic sea phyto-,3.17,,
970,arctic pelagic ecosystem,3.17,,
970,ambient nutrient loading,3.17,,
970,marine ecosystem service,3.17,,
970,glacial/ interglacial cycle,3.17,,
970,marine carbon cycle,3.17,,
970,lucile packard foundation,3.17,,
970,aqueous carbon dioxide,3.17,,
970,indoor mesocosm system,3.17,,
970,ocean carbonate chemistry,3.17,,
970,phytoplankton population growth,3.17,,
970,food web interaction,3.17,,
970,eukaryotic phytoplankton specie,3.17,,
970,anthropogenic climate change,3.17,,
970,antarctic coastal water,3.17,,
970,food web complexity,3.17,,
970,variable chlorophyll fluorescence,3.17,,
970,factorial mesocosm experiment,3.17,,
970,coastal marine system,3.17,,
970,principal component analysis,3.17,,
970,p-rich food particle,3.17,,
970,mj m2 d1,3.17,,
970,organic carbon fixation,3.17,,
970,submerged aquatic vegetation,3.17,,
970,prey size spectrum,3.17,,
970,western antarctic peninsula,3.17,,
970,inorganic carbon acquisition,3.17,,
970,south china sea,3.17,,
970,first eof sst,3.17,,
970,mineral p nutrition,3.17,,
970,controlled mesocosm experiment,3.17,,
970,marine phytoplankton community,3.17,,
970,natural variations archean,3.17,,
970,trondhjem biological station,3.17,,
970,ubiquitin family protein,3.17,,
970,dominant taxonomic group,3.17,,
970,food web response,3.17,,
970,quantitative proteomic analysis,3.17,,
970,tuberculin skin test,3.17,,
970,surface light intensity,3.17,,
1188,daily rate,3.00,,
1188,si gradient,3.00,,
1188,wh m-2,3.00,,
1188,author contribution,3.00,,
1188,permission information,3.00,,
1188,cellular poc,3.00,,
1188,temporal variability,3.00,,
1188,sst variability,3.00,,
1188,coastal environment,3.00,,
1188,ice age,3.00,,
1188,community ecology,3.00,,
1188,ocean region,3.00,,
1188,coccolith volume,3.00,,
1188,warmer condition,3.00,,
1188,marine calcification,3.00,,
1188,recent change,3.00,,
1188,species diversity,3.00,,
1188,negative gec,3.00,,
1188,datum source,3.00,,
1188,clear trend,3.00,,
1188,carbon uptake,3.00,,
1188,pause lifetime,3.00,,
1188,net re-mineraliser,3.00,,
1188,experimental lake,3.00,,
1188,shipboard measurement,3.00,,
1188,beam attenuation,3.00,,
1188,egg production,3.00,,
1188,lie penguin,3.00,,
1188,main current,3.00,,
1188,cellular fe,3.00,,
1188,phytoplankton photosynthesis,3.00,,
1188,time-series site,3.00,,
1188,subsurface oxygen,3.00,,
1188,consumer productivity,3.00,,
1188,pg cell-1,3.00,,
1188,de laender,3.00,,
1188,vertical stratification,3.00,,
1188,special reference,3.00,,
1188,le qu,3.00,,
1188,figure 1b,3.00,,
1188,empirical relationship,3.00,,
1188,mediterranean sea,3.00,,
1188,shelf sea,3.00,,
1188,zooplankton biomass,3.00,,
1188,inorganic phosphorus,3.00,,
1188,intergovernmental panel,3.00,,
1188,sedimentary c,3.00,,
1188,new zealand,3.00,,
1188,resources control food web structure experimental temperature range,3.00,,
1188,trophic link,3.00,,
1188,boundary condition,3.00,,
1188,hydrological cycle,3.00,,
1188,diatom community,3.00,,
1188,constraining window,3.00,,
1188,gpp hnp,3.00,,
1188,dependent variable,3.00,,
1188,spatial distribution,3.00,,
1188,global decline,3.00,,
1188,global climate,3.00,,
1188,percent re-mineralisation,3.00,,
1188,north atlantic subtropical gyre,3.00,,
1188,glucaric acid,3.00,,
1188,microbial process,3.00,,
1188,adriatic sea,3.00,,
1188,state change,3.00,,
1188,source water,3.00,,
1188,ecoscint a,3.00,,
1188,island press,3.00,,
1188,temperature dependence,3.00,,
1188,culture experiment,3.00,,
1188,phaeocystis sp,3.00,,
1188,wastewater treatment,3.00,,
1188,plankton ecosystem,3.00,,
1188,functional-response diversity,3.00,,
1188,wie water,3.00,,
1188,bottom-water oxygen,3.00,,
1188,n-loading rate,3.00,,
1188,autotr prod,3.00,,
1188,boreal sea,3.00,,
1188,factorial experiment,3.00,,
1188,normal range,3.00,,
1188,positive offset,3.00,,
1188,reproductive success,3.00,,
1188,transparent bottle,3.00,,
1188,historical change,3.00,,
1188,ecological model,3.00,,
1188,detrital c,3.00,,
1188,dissolved n,3.00,,
1188,co2/lower ph,3.00,,
1188,phytoplankton carbon,3.00,,
1188,archipelago sea,3.00,,
1188,ecosystem pathology,3.00,,
1188,antarctic phytoplankton,3.00,,
1188,sst change,3.00,,
1188,group a,3.00,,
1188,system-specific attribute,3.00,,
1188,protein content,3.00,,
1188,hl chamber,3.00,,
1188,ocean biogeochemistry,3.00,,
1188,ci bottle,3.00,,
1188,freshwater ecosystem,3.00,,
1188,plant nutrient,3.00,,
1188,low quantity,3.00,,
1188,n source,3.00,,
1188,depth profile,3.00,,
1188,taxonomic composition,3.00,,
1188,south pacific,3.00,,
1188,din uptake,3.00,,
1188,experimental nutrient,3.00,,
1188,cop food,3.00,,
1188,northern baltic,3.00,,
1188,average biomass,3.00,,
1188,petagram carbon,3.00,,
1188,organic enrichment,3.00,,
1188,norwegian partner,3.00,,
1188,physical environment,3.00,,
1188,abiotic environment,3.00,,
1188,carbon release,3.00,,
1188,deep understanding,3.00,,
1188,ecosystem management,3.00,,
1188,technical assistance,3.00,,
1188,coccolithophore specie emiliania huxleyi,3.00,,
1188,john wiley,3.00,,
1188,long route,3.00,,
1188,estuarine-coastal ecosystem,3.00,,
1188,pacard tri-carb,3.00,,
1188,phytoplankton activity,3.00,,
1188,cil group,3.00,,
1188,vertical line,3.00,,
1188,chemical component,3.00,,
1188,14c determination,3.00,,
1188,open circle,3.00,,
1188,conceptual framework,3.00,,
1188,temperature treatment,3.00,,
1188,peristaltic pump,3.00,,
1188,chl datum,3.00,,
1188,eld strait,3.00,,
1188,consumer production,3.00,,
1188,heterotrophic component,3.00,,
1188,marine fish,3.00,,
1188,light supply,3.00,,
1188,exponential series,3.00,,
1188,experimental period,3.00,,
1188,natural condition,3.00,,
1188,metabolic rate,3.00,,
1188,more light,3.00,,
1188,management strategy,3.00,,
1188,supply rate,3.00,,
1188,seasonal model,3.00,,
1188,chelex-100 resin,3.00,,
1188,datum analysis,3.00,,
1188,wie seawater,3.00,,
1188,sedimentation chamber,3.00,,
1188,iron hypothesis,3.00,,
1188,microbial diversity,3.00,,
1188,eof time-sery,3.00,,
1188,biogeochemical flux,3.00,,
1188,saturation state,3.00,,
1188,population dynamic,3.00,,
1188,water residence,3.00,,
1188,microbial assemblage,3.00,,
1188,red circle,3.00,,
1188,management action,3.00,,
1188,qualitative descriptor,3.00,,
1188,m-2 s-1,3.00,,
1188,natural capital,3.00,,
1188,sedimentation trap,3.00,,
1188,net heterotrophy,3.00,,
1188,sediment type,3.00,,
1188,horizontal transport,3.00,,
1188,cellular process,3.00,,
1188,multi-decadal change,3.00,,
1188,open square,3.00,,
1188,cell division,3.00,,
1188,physical condition,3.00,,
1188,inorganic p,3.00,,
1188,anthropogenic disturbance,3.00,,
1188,small change,3.00,,
1188,hnp food,3.00,,
1188,analytical method,3.00,,
1188,amlr survey,3.00,,
1188,coccolithophore calcification,3.00,,
1188,marine biota,3.00,,
1188,ln c,3.00,,
1188,aquatic system,3.00,,
1188,biological activity,3.00,,
1188,schematic representation,3.00,,
1188,oxidation state,3.00,,
1188,co2 ocean,3.00,,
1188,phytoplankton population,3.00,,
1188,ln b0,3.00,,
1188,upper circumpolar deep water,3.00,,
1188,current condition,3.00,,
1188,plant community,3.00,,
1188,co2 problem,3.00,,
1188,phos- phorus,3.00,,
1188,siegel da,3.00,,
1188,anthropogenic emission,3.00,,
1188,co2 flux,3.00,,
1188,histone h2a,3.00,,
1188,geological record,3.00,,
1188,oxygenic photoautotroph,3.00,,
1188,algal stoichiometry,3.00,,
1188,direct response,3.00,,
1188,perennial macroalgae,3.00,,
1188,microcosm experiment,3.00,,
1188,arabian sea,3.00,,
1188,ecological stoichiometry,3.00,,
1188,san diego,3.00,,
1188,rhizosolenia fragilissima,3.00,,
1188,1u cell,3.00,,
1188,bottom sediment,3.00,,
1188,estuarine system,3.00,,
1188,biogeochemical control,3.00,,
1188,indian ocean,3.00,,
1188,oikopleura dioica,3.00,,
1188,p availability,3.00,,
1188,developed world,3.00,,
1188,net rate,3.00,,
1188,protein identification,3.00,,
1188,strict homeostasis,3.00,,
1188,nutrient mixture,3.00,,
1188,ecosystem functioning,3.00,,
1188,coastal research,3.00,,
1188,biological component,3.00,,
1188,nitrogen source,3.00,,
1188,coulter counter,3.00,,
1188,light availability,3.00,,
1188,metabolic process,3.00,,
1188,subsistence quota,3.00,,
1188,twentieth century,3.00,,
1188,traditional pdo,3.00,,
1188,nitrogen ratio,3.00,,
1188,cliff metaphor,3.00,,
1188,unpublished manuscript,3.00,,
1188,genetic basis,3.00,,
1188,bacterial biomass,3.00,,
1188,s c u s s i o n,3.00,,
1188,predation pressure,3.00,,
1188,water temperature,3.00,,
1188,livingston island,3.00,,
1188,coral reef,3.00,,
1188,seston fraction,3.00,,
1188,mb rtf,3.00,,
1188,calcification rate,3.00,,
1188,satellite algorithm,3.00,,
1188,thames estuary,3.00,,
1188,sco2 decrease,3.00,,
1188,small flow,3.00,,
1188,natural assemblage,3.00,,
1188,northern subregion,3.00,,
1188,systemic response,3.00,,
1188,heterotrophic protist,3.00,,
1188,autotrophic component,3.00,,
1188,system property,3.00,,
1188,nitrogen cycling,3.00,,
1188,exogenous nutrient,3.00,,
1188,bacterial productivity,3.00,,
1188,nuclepore filter,3.00,,
1188,final conc,3.00,,
1188,red curve,3.00,,
1188,autotrophic respiration,3.00,,
1188,m23 uc21,3.00,,
1188,coastal ocean,3.00,,
1188,c. helgolandicus,3.00,,
1188,satellite time-sery,3.00,,
1188,late winter,3.00,,
1188,tampa bay,3.00,,
1188,system resilience,3.00,,
1188,summer season,3.00,,
1188,ecosystem approach,3.00,,
1188,phosphorus limitation,3.00,,
